taxid,name_old,name_new
748238,Mycobacterium tuberculosis 210_4C31_16C2,Mycobacterium tuberculosis 210_4C31_16C2
748239,Mycobacterium tuberculosis 210_4C31_16C1_24C1,Mycobacterium tuberculosis 210_4C31_16C1_24C1
748240,Mycobacterium tuberculosis 210_4C31_16C1_40C1,Mycobacterium tuberculosis 210_4C31_16C1_40C1
748241,Mycobacterium tuberculosis 210_4C31_16C2_24C1,Mycobacterium tuberculosis 210_4C31_16C2_24C1
748242,Mycobacterium tuberculosis 210_4C31_16C2_24C2,Mycobacterium tuberculosis 210_4C31_16C2_24C2
748872,Mycobacterium sp. V(2010),Mycobacterium sp. V(2010)
755271,Mycobacterium sp. P39,Mycobacterium sp. P39
757338,Mycobacterium sp. NL-HBW-26,Mycobacterium sp. NL-HBW-26
757417,Mycobacterium tuberculosis H37RvAE,Mycobacterium tuberculosis H37RvAE
757418,Mycobacterium tuberculosis H37RvMA,Mycobacterium tuberculosis H37RvMA
757419,Mycobacterium tuberculosis H37RvCO,Mycobacterium tuberculosis H37RvCO
757420,Mycobacterium tuberculosis H37RvHA,Mycobacterium tuberculosis H37RvHA
757421,Mycobacterium tuberculosis H37RvLP,Mycobacterium tuberculosis H37RvLP
757422,Mycobacterium tuberculosis H37RvJO,Mycobacterium tuberculosis H37RvJO
758802,Mycobacterium litorale,Mycolicibacterium litorale
761728,Mycobacterium sp. II_B34,Mycobacterium sp. II_B34
761729,Mycobacterium sp. II_B37,Mycobacterium sp. II_B37
761792,Mycobacterium sp. AR-07,Mycobacterium sp. AR-07
761804,Mycobacterium europaeum,Mycobacterium europaeum
761948,Mycobacterium sp. M27M9-3,Mycobacterium sp. M27M9-3
762642,Mycobacterium sp. NL-JvIW-016,Mycobacterium sp. NL-JvIW-016
763840,Mycobacterial tetracycline-inducible vector pKW08-Lx,Mycobacterial tetracycline-inducible vector pKW08-Lx
763841,Mycobacterial tetracycline-inducible vector pMEND-Lx,Mycobacterial tetracycline-inducible vector pMEND-Lx
764864,Mycobacterium sp. ISP2-42-11,Mycobacterium sp. ISP2-42-11
767435,Mycobacterium sp. py136,Mycobacterium sp. py136
767436,Mycobacterium sp. py137,Mycobacterium sp. py137
767437,Mycobacterium sp. py138,Mycobacterium sp. py138
767438,Mycobacterium sp. py139,Mycobacterium sp. py139
767439,Mycobacterium sp. py140,Mycobacterium sp. py140
767440,Mycobacterium sp. py142,Mycobacterium sp. py142
767441,Mycobacterium sp. py143,Mycobacterium sp. py143
767442,Mycobacterium sp. py145,Mycobacterium sp. py145
767443,Mycobacterium sp. py146,Mycobacterium sp. py146
767444,Mycobacterium sp. py147,Mycobacterium sp. py147
767445,Mycobacterium sp. py148,Mycobacterium sp. py148
767913,Mycobacterium sp. IEC12,Mycobacterium sp. IEC12
767916,Mycobacterium paraense,Mycobacterium paraense
767925,Mycobacterium sp. IEC35,Mycobacterium sp. IEC35
768473,Mycobacterium sp. KRCR1,Mycobacterium sp. KRCR1
795188,Mycobacterium tuberculosis HN312,Mycobacterium tuberculosis HN312
795189,Mycobacterium tuberculosis HN353,Mycobacterium tuberculosis HN353
795190,Mycobacterium tuberculosis HN563,Mycobacterium tuberculosis HN563
795191,Mycobacterium tuberculosis HN731,Mycobacterium tuberculosis HN731
795192,Mycobacterium tuberculosis HN985,Mycobacterium tuberculosis HN985
795193,Mycobacterium tuberculosis HN1104,Mycobacterium tuberculosis HN1104
795194,Mycobacterium tuberculosis HN1323,Mycobacterium tuberculosis HN1323
795195,Mycobacterium tuberculosis HN1416,Mycobacterium tuberculosis HN1416
795196,Mycobacterium tuberculosis HN1418,Mycobacterium tuberculosis HN1418
795197,Mycobacterium tuberculosis HN1430,Mycobacterium tuberculosis HN1430
795198,Mycobacterium tuberculosis HN1434,Mycobacterium tuberculosis HN1434
795199,Mycobacterium tuberculosis HN1475,Mycobacterium tuberculosis HN1475
795200,Mycobacterium tuberculosis HN1485,Mycobacterium tuberculosis HN1485
795201,Mycobacterium tuberculosis HN1889,Mycobacterium tuberculosis HN1889
795202,Mycobacterium tuberculosis HN1897,Mycobacterium tuberculosis HN1897
795203,Mycobacterium tuberculosis HN2304,Mycobacterium tuberculosis HN2304
795204,Mycobacterium tuberculosis HN2501,Mycobacterium tuberculosis HN2501
795205,Mycobacterium tuberculosis HN2602,Mycobacterium tuberculosis HN2602
795206,Mycobacterium tuberculosis HN3147,Mycobacterium tuberculosis HN3147
795207,Mycobacterium tuberculosis HN3166,Mycobacterium tuberculosis HN3166
795208,Mycobacterium tuberculosis HN3226,Mycobacterium tuberculosis HN3226
795209,Mycobacterium tuberculosis HN3282,Mycobacterium tuberculosis HN3282
795210,Mycobacterium tuberculosis HN3430,Mycobacterium tuberculosis HN3430
795211,Mycobacterium tuberculosis HN3448,Mycobacterium tuberculosis HN3448
795212,Mycobacterium tuberculosis HN3454,Mycobacterium tuberculosis HN3454
795213,Mycobacterium tuberculosis HN3537,Mycobacterium tuberculosis HN3537
795214,Mycobacterium tuberculosis HN3635,Mycobacterium tuberculosis HN3635
795215,Mycobacterium tuberculosis HN3760,Mycobacterium tuberculosis HN3760
795216,Mycobacterium tuberculosis HN3942,Mycobacterium tuberculosis HN3942
795217,Mycobacterium tuberculosis HN4140,Mycobacterium tuberculosis HN4140
795218,Mycobacterium tuberculosis HN4171,Mycobacterium tuberculosis HN4171
795219,Mycobacterium tuberculosis HN4274,Mycobacterium tuberculosis HN4274
795220,Mycobacterium tuberculosis NHN1664,Mycobacterium tuberculosis NHN1664
795221,Mycobacterium tuberculosis NHN1691,Mycobacterium tuberculosis NHN1691
795222,Mycobacterium tuberculosis NHN1751,Mycobacterium tuberculosis NHN1751
795223,Mycobacterium tuberculosis NHN1754,Mycobacterium tuberculosis NHN1754
795224,Mycobacterium tuberculosis NHN1765,Mycobacterium tuberculosis NHN1765
795225,Mycobacterium tuberculosis NHN1816,Mycobacterium tuberculosis NHN1816
795226,Mycobacterium tuberculosis HN901,Mycobacterium tuberculosis HN901
795227,Mycobacterium tuberculosis HN1687,Mycobacterium tuberculosis HN1687
795228,Mycobacterium tuberculosis HN1984,Mycobacterium tuberculosis HN1984
795229,Mycobacterium tuberculosis HN3409,Mycobacterium tuberculosis HN3409
795230,Mycobacterium tuberculosis HN4047,Mycobacterium tuberculosis HN4047
795231,Mycobacterium tuberculosis HN4048,Mycobacterium tuberculosis HN4048
795232,Mycobacterium tuberculosis HN4447,Mycobacterium tuberculosis HN4447
795233,Mycobacterium tuberculosis HN4682,Mycobacterium tuberculosis HN4682
795234,Mycobacterium tuberculosis HN4684,Mycobacterium tuberculosis HN4684
795235,Mycobacterium tuberculosis HN4685,Mycobacterium tuberculosis HN4685
795236,Mycobacterium tuberculosis HN4686,Mycobacterium tuberculosis HN4686
795237,Mycobacterium tuberculosis HN4687,Mycobacterium tuberculosis HN4687
795238,Mycobacterium tuberculosis HN4688,Mycobacterium tuberculosis HN4688
795239,Mycobacterium tuberculosis HN4689,Mycobacterium tuberculosis HN4689
795240,Mycobacterium tuberculosis HN4690,Mycobacterium tuberculosis HN4690
795241,Mycobacterium tuberculosis HN4691,Mycobacterium tuberculosis HN4691
795242,Mycobacterium tuberculosis HN4692,Mycobacterium tuberculosis HN4692
795243,Mycobacterium tuberculosis HN4693,Mycobacterium tuberculosis HN4693
795244,Mycobacterium tuberculosis HN4694,Mycobacterium tuberculosis HN4694
795245,Mycobacterium tuberculosis HN4695,Mycobacterium tuberculosis HN4695
795246,Mycobacterium tuberculosis HN4696,Mycobacterium tuberculosis HN4696
795247,Mycobacterium tuberculosis HN4697,Mycobacterium tuberculosis HN4697
795248,Mycobacterium tuberculosis HN4698,Mycobacterium tuberculosis HN4698
795249,Mycobacterium tuberculosis HN4699,Mycobacterium tuberculosis HN4699
795250,Mycobacterium tuberculosis HN4700,Mycobacterium tuberculosis HN4700
795251,Mycobacterium tuberculosis HN4701,Mycobacterium tuberculosis HN4701
795252,Mycobacterium tuberculosis HN4702,Mycobacterium tuberculosis HN4702
795253,Mycobacterium tuberculosis HN4703,Mycobacterium tuberculosis HN4703
795254,Mycobacterium tuberculosis HN4704,Mycobacterium tuberculosis HN4704
795255,Mycobacterium tuberculosis HN4705,Mycobacterium tuberculosis HN4705
795256,Mycobacterium tuberculosis HN4706,Mycobacterium tuberculosis HN4706
795257,Mycobacterium tuberculosis HN4707,Mycobacterium tuberculosis HN4707
795258,Mycobacterium tuberculosis PGG1,Mycobacterium tuberculosis PGG1
796519,Mycobacterium sp. 96-FB,Mycobacterium sp. 96-FB
796584,Mycobacterium sp. 205,Mycobacterium sp. 205
797301,Mycobacterium tuberculosis BC,Mycobacterium tuberculosis BC
858435,Mycobacterium sp. CCBAU 051070,Mycobacterium sp. CCBAU 051070
858436,Mycobacterium sp. CCBAU 25324,Mycobacterium sp. CCBAU 25324
858437,Mycobacterium sp. CCBAU 45285,Mycobacterium sp. CCBAU 45285
861046,Mycobacterium phage Eagle,Mycobacterium phage Eagle
861047,Mycobacterium virus Bron,Mycobacterium virus Bron
861048,Mycobacterium phage island3,Mycobacterium phage Island3
866287,Mycobacterium sp. MO.04,Mycobacterium sp. MO.04
866291,Mycobacterium sp. MO.10,Mycobacterium sp. MO.10
866292,Mycobacterium sp. MO.11,Mycobacterium sp. MO.11
870248,Mycobacterium sp. 5-11-3,Mycobacterium sp. 5-11-3
870784,Mycobacterium sp. HCUPPB11,Mycobacterium sp. HCUPPB11
870785,Mycobacterium sp. HCURB11,Mycobacterium sp. HCURB11
872271,Mycobacterium sp. FI-09278,Mycobacterium sp. FI-09278
872273,Mycobacterium sp. FI-10085,Mycobacterium sp. FI-10085
875216,Mycobacterium sp. enrichment culture clone 3PS41,Mycobacterium sp. enrichment culture clone 3PS41
875328,Mycobacterium sinense,Mycolicibacter sinensis
875826,Mycobacterium sp. AFP-0003,Mycobacterium sp. AFP-0003
876048,Mycobacterium sp. CST-8.2a,Mycobacterium sp. CST-8.2a
876049,Mycobacterium sp. CST-8.2b,Mycobacterium sp. CST-8.2b
876050,Mycobacterium sp. CST-8.17,Mycobacterium sp. CST-8.17
876764,Mycobacterium sp. CEL3IAAB,Mycobacterium sp. CEL3IAAB
876765,Mycobacterium sp. CEL3IABB,Mycobacterium sp. CEL3IABB
876766,Mycobacterium sp. CEL3IBA,Mycobacterium sp. CEL3IBA
876767,Mycobacterium sp. S1.CEL.003,Mycobacterium sp. S1.CEL.003
876768,Mycobacterium sp. S3.CEL.015,Mycobacterium sp. S3.CEL.015
877388,Mycobacterium sp. YC6902,Mycobacterium sp. YC6902
879395,Mycobacterium sp. DWM55,Mycobacterium sp. DWM55
879396,Mycobacterium sp. DWR39b,Mycobacterium sp. DWR39b
882098,Mycobacterium tuberculosis S96-129,Mycobacterium tuberculosis S96-129
882099,Mycobacterium tuberculosis BTB05-552,Mycobacterium tuberculosis BTB05-552
882100,Mycobacterium tuberculosis BTB05-559,Mycobacterium tuberculosis BTB05-559
882659,Mycobacterium sp. D6,Mycobacterium sp. D6
882660,Mycobacterium sp. D11,Mycobacterium sp. D11
886331,Mycobacterium sp. AQ11356,Mycobacterium sp. AQ11356
886333,Mycobacterium sp. AQ1GA1,Mycobacterium sp. AQ1GA1
886334,Mycobacterium sp. AQ1GA10,Mycobacterium sp. AQ1GA10
886335,Mycobacterium sp. AQ1GA3,Mycobacterium sp. AQ1GA3
886336,Mycobacterium sp. AQ1GA4,Mycobacterium sp. AQ1GA4
886337,Mycobacterium sp. AQ1M04,Mycobacterium sp. AQ1M04
886338,Mycobacterium sp. AQ1M06,Mycobacterium sp. AQ1M06
886339,Mycobacterium sp. AQ1M16,Mycobacterium sp. AQ1M16
886340,Mycobacterium sp. AQ4GA22,Mycobacterium sp. AQ4GA22
886341,Mycobacterium sp. AQ4GA8,Mycobacterium sp. AQ4GA8
886342,Mycobacterium sp. AQ4GA9,Mycobacterium sp. AQ4GA9
886343,Mycobacterium sp. FSD4b-SM,Mycobacterium spongiae
887710,Mycobacterium tuberculosis 210_16C2_24C1,Mycobacterium tuberculosis 210_16C2_24C1
887711,Mycobacterium tuberculosis 210_16C2_24C2,Mycobacterium tuberculosis 210_16C2_24C2
888352,Mycobacterium sp. BB35,Mycobacterium sp. BB35
888353,Mycobacterium sp. BB36,Mycobacterium sp. BB36
888354,Mycobacterium sp. BB37,Mycobacterium sp. BB37
888355,Mycobacterium sp. BB38,Mycobacterium sp. BB38
888366,Mycobacterium sp. BB55,Mycobacterium sp. BB55
888367,Mycobacterium sp. BB56,Mycobacterium sp. BB56
888368,Mycobacterium sp. BB57,Mycobacterium sp. BB57
888375,Mycobacterium sp. BB64,Mycobacterium sp. BB64
903511,Mycobacterium tuberculosis HTS1090,Mycobacterium tuberculosis HTS1090
903512,Mycobacterium tuberculosis HTS1091,Mycobacterium tuberculosis HTS1091
903513,Mycobacterium tuberculosis HTS1092,Mycobacterium tuberculosis HTS1092
903514,Mycobacterium tuberculosis HTS1093,Mycobacterium tuberculosis HTS1093
903515,Mycobacterium tuberculosis HTS1105,Mycobacterium tuberculosis HTS1105
903516,Mycobacterium tuberculosis HTS1108,Mycobacterium tuberculosis HTS1108
903517,Mycobacterium tuberculosis HTS1109,Mycobacterium tuberculosis HTS1109
903518,Mycobacterium tuberculosis HTS1110,Mycobacterium tuberculosis HTS1110
904247,Mycobacterium sp. N36(2010),Mycobacterium sp. N36(2010)
904248,Mycobacterium sp. R148(2010),Mycobacterium sp. R148(2010)
904249,Mycobacterium sp. R75-1(2010),Mycobacterium sp. R75-1(2010)
904250,Mycobacterium sp. T22(2010),Mycobacterium sp. T22(2010)
907137,Mycobacterium sp. EBKC51,Mycobacterium sp. EBKC51
907138,Mycobacterium sp. EBKC91,Mycobacterium sp. EBKC91
907895,Mycobacterium tuberculosis HN2953,Mycobacterium tuberculosis HN2953
907896,Mycobacterium tuberculosis HN4112,Mycobacterium tuberculosis HN4112
907897,Mycobacterium tuberculosis HN3171,Mycobacterium tuberculosis HN3171
907898,Mycobacterium tuberculosis HN2863,Mycobacterium tuberculosis HN2863
907899,Mycobacterium tuberculosis HN2738,Mycobacterium tuberculosis HN2738
907900,Mycobacterium tuberculosis HN2206,Mycobacterium tuberculosis HN2206
907901,Mycobacterium tuberculosis HN2492,Mycobacterium tuberculosis HN2492
907902,Mycobacterium tuberculosis HN2925,Mycobacterium tuberculosis HN2925
907903,Mycobacterium tuberculosis HN2136,Mycobacterium tuberculosis HN2136
907904,Mycobacterium tuberculosis HN4143,Mycobacterium tuberculosis HN4143
907905,Mycobacterium tuberculosis HN2163,Mycobacterium tuberculosis HN2163
907906,Mycobacterium tuberculosis HN1175,Mycobacterium tuberculosis HN1175
907907,Mycobacterium tuberculosis HN1135,Mycobacterium tuberculosis HN1135
907908,Mycobacterium tuberculosis HN1150,Mycobacterium tuberculosis HN1150
907909,Mycobacterium tuberculosis HN1151,Mycobacterium tuberculosis HN1151
907910,Mycobacterium tuberculosis HN1380,Mycobacterium tuberculosis HN1380
907911,Mycobacterium tuberculosis HN1210,Mycobacterium tuberculosis HN1210
907912,Mycobacterium tuberculosis HN1523,Mycobacterium tuberculosis HN1523
907913,Mycobacterium tuberculosis HN1744,Mycobacterium tuberculosis HN1744
907914,Mycobacterium tuberculosis HN1500,Mycobacterium tuberculosis HN1500
907915,Mycobacterium tuberculosis HN133,Mycobacterium tuberculosis HN133
907916,Mycobacterium tuberculosis HN499,Mycobacterium tuberculosis HN499
907917,Mycobacterium tuberculosis HN268,Mycobacterium tuberculosis HN268
907918,Mycobacterium tuberculosis HN733,Mycobacterium tuberculosis HN733
907919,Mycobacterium tuberculosis HN198,Mycobacterium tuberculosis HN198
907920,Mycobacterium tuberculosis HN139,Mycobacterium tuberculosis HN139
907921,Mycobacterium tuberculosis HN770,Mycobacterium tuberculosis HN770
907922,Mycobacterium tuberculosis HN434,Mycobacterium tuberculosis HN434
907923,Mycobacterium tuberculosis HN1680,Mycobacterium tuberculosis HN1680
907924,Mycobacterium tuberculosis HN1587,Mycobacterium tuberculosis HN1587
909622,Mycobacterium sp. EG36,Mycobacterium sp. EG36
911237,Mycobacterium tuberculosis CDC1551A,Mycobacterium tuberculosis CDC1551A
912594,Mycobacterium iranicum,Mycolicibacterium iranicum
912612,Mycobacterium sp. HNTM79,Mycobacterium sp. HNTM79
914191,Mycobacterium sp. NLA001000736,Mycobacterium sp. NLA001000736
925940,Mycobacterium sp. AMS4,Mycobacterium sp. AMS4
927255,Mycobacterium sp. USFLOK0011,Mycobacterium sp. USFLOK0011
929128,Mycobacterium sp. M1-43Y,Mycobacterium sp. M1-43Y
929216,Mycobacterium sp. shui1-22,Mycobacterium sp. shui1-22
931201,Mycobacterium sp. NLA001000256,Mycobacterium sp. NLA001000256
931627,Mycobacterium rhodesiae JS60,Mycolicibacterium rhodesiae JS60
933040,Mycobacterium sp. ANT 07,Mycobacterium sp. ANT 07
933041,Mycobacterium sp. ANT 08,Mycobacterium sp. ANT 08
933042,Mycobacterium sp. ANT 09,Mycobacterium sp. ANT 09
934119,Mycobacterium sp. CC 0576,Mycobacterium sp. CC 0576
934295,Mycobacterium sp. FI-09045,Mycobacterium sp. FI-09045
934296,Mycobacterium sp. FI-09125,Mycobacterium sp. FI-09125
934297,Mycobacterium sp. FI-09183,Mycobacterium sp. FI-09183
934298,Mycobacterium sp. FI-09337,Mycobacterium sp. FI-09337
934299,Mycobacterium sp. FI-10014,Mycobacterium sp. FI-10014
934300,Mycobacterium sp. FI-10090,Mycobacterium sp. FI-10090
934301,Mycobacterium sp. FI-10135,Mycobacterium sp. FI-10135
937154,Mycobacterium sp. FXJ8.044,Mycobacterium sp. FXJ8.044
937592,Mycobacterium tuberculosis str. Erdman WHO,Mycobacterium tuberculosis str. Erdman WHO
937637,Mycobacterium sp. THI501,Mycobacterium sp. THI501
937638,Mycobacterium sp. THI502,Mycobacterium sp. THI502
937639,Mycobacterium sp. THI503,Mycobacterium sp. THI503
937640,Mycobacterium sp. THI504,Mycobacterium sp. THI504
937641,Mycobacterium sp. THI505,Mycobacterium sp. THI505
938131,Mycobacterium phage Wee,Mycobacterium phage Wee
940668,Mycobacterium tuberculosis MR054150Z,Mycobacterium tuberculosis MR054150Z
940669,Mycobacterium tuberculosis MR071702G,Mycobacterium tuberculosis MR071702G
940670,Mycobacterium tuberculosis MR075750X,Mycobacterium tuberculosis MR075750X
941392,Mycobacterium sp. ATCC BAA-2131,Mycobacterium sp. ATCC BAA-2131
941393,Mycobacterium sp. ATCC BAA-2132,Mycobacterium sp. ATCC BAA-2132
942089,Mycobacterium sp. CO63,Mycobacterium sp. CO63
942106,Mycobacterium sp. CO135,Mycobacterium sp. CO135
942117,Mycobacterium sp. CO177,Mycobacterium sp. CO177
942121,Mycobacterium sp. CO183,Mycobacterium sp. CO183
944297,Mycobacterium sp. CBMAI 1224,Mycobacterium sp. CBMAI 1224
945230,Mycobacterium sp. 1-0(2011),Mycobacterium sp. 1-0(2011)
945231,Mycobacterium sp. 1-1(2011),Mycobacterium sp. 1-1(2011)
945232,Mycobacterium sp. 1-8(2011),Mycobacterium sp. 1-8(2011)
945233,Mycobacterium sp. 2-4(2011),Mycobacterium sp. 2-4(2011)
945234,Mycobacterium sp. 2-6(2011),Mycobacterium sp. 2-6(2011)
945235,Mycobacterium sp. 3-2(2011),Mycobacterium sp. 3-2(2011)
945236,Mycobacterium sp. 3-9(2011),Mycobacterium sp. 3-9(2011)
945237,Mycobacterium sp. 4-1(2011),Mycobacterium sp. 4-1(2011)
945238,Mycobacterium sp. 4-8(2011),Mycobacterium sp. 4-8(2011)
945239,Mycobacterium sp. 5-3(2011),Mycobacterium sp. 5-3(2011)
945240,Mycobacterium sp. 6-2(2011),Mycobacterium sp. 6-2(2011)
945241,Mycobacterium sp. 6-5(2011),Mycobacterium sp. 6-5(2011)
945242,Mycobacterium sp. 7-0(2011),Mycobacterium sp. 7-0(2011)
945243,Mycobacterium sp. BF2(2011),Mycobacterium sp. BF2(2011)
945244,Mycobacterium sp. H1(2011),Mycobacterium sp. H1(2011)
945245,Mycobacterium sp. H5(2011),Mycobacterium sp. H5(2011)
945246,Mycobacterium sp. H15(2011),Mycobacterium sp. H15(2011)
945247,Mycobacterium sp. HG1(2011),Mycobacterium sp. HG1(2011)
945248,Mycobacterium sp. J1(2011),Mycobacterium sp. J1(2011)
945249,Mycobacterium sp. SM2(2011),Mycobacterium sp. SM2(2011)
945942,Mycobacterium sp. NLA000302110,Mycobacterium sp. NLA000302110
946142,Mycobacterium sp. mbc-1,Mycobacterium sp. mbc-1
946854,Mycobacterium sp. R-45620,Mycobacterium sp. R-45620
946855,Mycobacterium sp. R-46056,Mycobacterium sp. R-46056
946856,Mycobacterium sp. R-46330,Mycobacterium sp. R-46330
948102,Mycobacterium franklinii,Mycobacteroides franklinii
980746,Mycobacterium sp. GK-201,Mycobacterium sp. GK-201
983708,Mycobacterium sp. B-009,Mycobacterium sp. B-009
983945,Mycobacterium sp. Is2.3,Mycobacterium sp. Is2.3
988874,Mycobacterium sp. FXJ8.092,Mycobacterium sp. FXJ8.092
993035,Mycobacterium tuberculosis 10403-9,Mycobacterium tuberculosis 10403-9
993036,Mycobacterium tuberculosis 11105-1,Mycobacterium tuberculosis 11105-1
993037,Mycobacterium tuberculosis 11208-E5,Mycobacterium tuberculosis 11208-E5
993038,Mycobacterium tuberculosis 11208-E7,Mycobacterium tuberculosis 11208-E7
993039,Mycobacterium tuberculosis 11208-J3,Mycobacterium tuberculosis 11208-J3
993040,Mycobacterium tuberculosis 11208-J6,Mycobacterium tuberculosis 11208-J6
993041,Mycobacterium tuberculosis 11208-J7,Mycobacterium tuberculosis 11208-J7
993042,Mycobacterium tuberculosis 11209-E4,Mycobacterium tuberculosis 11209-E4
993043,Mycobacterium tuberculosis 7904-5,Mycobacterium tuberculosis 7904-5
993044,Mycobacterium tuberculosis str. Erdman-JF,Mycobacterium tuberculosis str. Erdman-JF
993529,Mycobacterium tuberculosis 7904-3,Mycobacterium tuberculosis 7904-3
993530,Mycobacterium tuberculosis 15304-4B,Mycobacterium tuberculosis 15304-4B
993531,Mycobacterium tuberculosis 15304-2A,Mycobacterium tuberculosis 15304-2A
993532,Mycobacterium tuberculosis 8104-3B,Mycobacterium tuberculosis 8104-3B
